Dokumen_ID,Nama_Dokumen,Pengacara_ID,Kasus_ID,Tanggal_Upload,Staf_ID,URL_Doc
902617,Jawaban Gugatan Kasus ID 502617,673,502617,2026-10-28,426,https://doc_storage.com/502617_368c2ef2.pdf
902618,Resume Kasus Kasus ID 502618,568,502618,2024-05-13,18,https://doc_storage.com/502618_b35b820d.pdf
902619,Resume Kasus Kasus ID 502619,855,502619,2026-12-11,102,https://doc_storage.com/502619_b5da6d73.pdf
902620,Memori Banding Kasus ID 502620,299,502620,2025-01-31,342,https://doc_storage.com/502620_9bfccd67.pdf
902621,Resume Kasus Kasus ID 502621,998,502621,2026-04-01,714,https://doc_storage.com/502621_4edaa6c1.pdf
902622,Bukti-Bukti Kasus ID 502622,193,502622,2026-08-10,786,https://doc_storage.com/502622_583d8250.pdf
902623,Eksepsi Kasus ID 502623,647,502623,2026-05-04,513,https://doc_storage.com/502623_7565a0e3.pdf
902624,Surat Kuasa Kasus ID 502624,233,502624,2026-11-17,298,https://doc_storage.com/502624_19cbae12.pdf
902625,Bukti-Bukti Kasus ID 502625,219,502625,2026-05-18,260,https://doc_storage.com/502625_38381a29.pdf
902626,Resume Kasus Kasus ID 502626,850,502626,2026-03-19,561,https://doc_storage.com/502626_a951d976.pdf
902627,Surat Kuasa Kasus ID 502627,89,502627,2026-12-12,341,https://doc_storage.com/502627_bbe113ba.pdf
902628,Surat Kuasa Kasus ID 502628,602,502628,2026-10-04,753,https://doc_storage.com/502628_ce90a3c2.pdf
902629,Memori Banding Kasus ID 502629,566,502629,2026-01-03,431,https://doc_storage.com/502629_3781f98d.pdf
902630,Surat Kuasa Kasus ID 502630,200,502630,2026-12-25,451,https://doc_storage.com/502630_a9709bd9.pdf
902631,Jawaban Gugatan Kasus ID 502631,456,502631,2026-07-28,657,https://doc_storage.com/502631_32beb5f8.pdf
902632,Eksepsi Kasus ID 502632,990,502632,2025-10-08,753,https://doc_storage.com/502632_583f448f.pdf
902633,Eksepsi Kasus ID 502633,637,502633,2023-05-27,366,https://doc_storage.com/502633_edd8219d.pdf
902634,Eksepsi Kasus ID 502634,665,502634,2026-05-22,295,https://doc_storage.com/502634_1a7007e8.pdf
902635,Jawaban Gugatan Kasus ID 502635,444,502635,2026-01-02,523,https://doc_storage.com/502635_4d4cf0e3.pdf
902636,Eksepsi Kasus ID 502636,30,502636,2026-08-13,369,https://doc_storage.com/502636_e9280e68.pdf
902637,Resume Kasus Kasus ID 502637,416,502637,2026-06-16,972,https://doc_storage.com/502637_036eb0fb.pdf
902638,Eksepsi Kasus ID 502638,708,502638,2025-09-24,435,https://doc_storage.com/502638_d0f732d0.pdf
902639,Memori Banding Kasus ID 502639,449,502639,2026-03-28,180,https://doc_storage.com/502639_a7b3f026.pdf
902640,Surat Kuasa Kasus ID 502640,587,502640,2025-02-23,246,https://doc_storage.com/502640_3a551e18.pdf
902641,Putusan Pengadilan Kasus ID 502641,770,502641,2026-02-15,267,https://doc_storage.com/502641_54571caf.pdf
902642,Putusan Pengadilan Kasus ID 502642,538,502642,2026-04-11,419,https://doc_storage.com/502642_9a875d96.pdf
902643,Putusan Pengadilan Kasus ID 502643,82,502643,2026-12-18,372,https://doc_storage.com/502643_8184ee4d.pdf
902644,Jawaban Gugatan Kasus ID 502644,659,502644,2026-01-30,527,https://doc_storage.com/502644_af516fc9.pdf
902645,Gugatan Kasus ID 502645,689,502645,2025-02-19,6,https://doc_storage.com/502645_a296d6a6.pdf
902646,Eksepsi Kasus ID 502646,77,502646,2026-05-25,639,https://doc_storage.com/502646_2f6fe661.pdf
902647,Putusan Pengadilan Kasus ID 502647,937,502647,2026-11-02,299,https://doc_storage.com/502647_23b2a78f.pdf
902648,Memori Banding Kasus ID 502648,513,502648,2024-05-06,345,https://doc_storage.com/502648_ea37dc48.pdf
902649,Bukti-Bukti Kasus ID 502649,317,502649,2026-07-15,73,https://doc_storage.com/502649_ae73fa77.pdf
902650,Eksepsi Kasus ID 502650,602,502650,2026-10-22,715,https://doc_storage.com/502650_7f8ae441.pdf
902651,Surat Kuasa Kasus ID 502651,361,502651,2026-03-24,485,https://doc_storage.com/502651_1aa9664f.pdf
902652,Resume Kasus Kasus ID 502652,51,502652,2026-06-23,685,https://doc_storage.com/502652_b68d0915.pdf
902653,Surat Kuasa Kasus ID 502653,246,502653,2026-09-01,230,https://doc_storage.com/502653_5a859bcb.pdf
902654,Putusan Pengadilan Kasus ID 502654,680,502654,2025-03-13,211,https://doc_storage.com/502654_a37eb9d1.pdf
902655,Gugatan Kasus ID 502655,409,502655,2025-08-05,975,https://doc_storage.com/502655_84739640.pdf
902656,Eksepsi Kasus ID 502656,616,502656,2026-10-21,601,https://doc_storage.com/502656_3fa448e7.pdf
902657,Memori Banding Kasus ID 502657,428,502657,2025-10-27,675,https://doc_storage.com/502657_cbd04012.pdf
902658,Surat Kuasa Kasus ID 502658,19,502658,2024-08-10,576,https://doc_storage.com/502658_71df0d74.pdf
902659,Gugatan Kasus ID 502659,454,502659,2026-11-11,252,https://doc_storage.com/502659_237f3a17.pdf
902660,Eksepsi Kasus ID 502660,750,502660,2026-10-16,942,https://doc_storage.com/502660_fcbacd98.pdf
902661,Eksepsi Kasus ID 502661,82,502661,2026-01-14,875,https://doc_storage.com/502661_936b9f4c.pdf
902662,Surat Kuasa Kasus ID 502662,68,502662,2026-04-03,62,https://doc_storage.com/502662_98256959.pdf
902663,Memori Banding Kasus ID 502663,739,502663,2025-09-15,132,https://doc_storage.com/502663_b7e03b4f.pdf
902664,Surat Kuasa Kasus ID 502664,70,502664,2026-10-16,206,https://doc_storage.com/502664_22fddbfb.pdf
902665,Eksepsi Kasus ID 502665,505,502665,2024-04-21,206,https://doc_storage.com/502665_0cd367a6.pdf
902666,Memori Banding Kasus ID 502666,426,502666,2025-08-12,260,https://doc_storage.com/502666_f4aa6a3a.pdf
902667,Eksepsi Kasus ID 502667,482,502667,2026-08-07,696,https://doc_storage.com/502667_93d241c0.pdf
902668,Memori Banding Kasus ID 502668,770,502668,2026-02-01,504,https://doc_storage.com/502668_802624bb.pdf
902669,Gugatan Kasus ID 502669,868,502669,2026-10-25,370,https://doc_storage.com/502669_be3c9f9d.pdf
902670,Memori Banding Kasus ID 502670,857,502670,2026-09-19,103,https://doc_storage.com/502670_d5824f81.pdf
902671,Resume Kasus Kasus ID 502671,929,502671,2026-01-04,470,https://doc_storage.com/502671_b9a7f493.pdf
902672,Gugatan Kasus ID 502672,324,502672,2026-12-24,122,https://doc_storage.com/502672_bacd7559.pdf
902673,Bukti-Bukti Kasus ID 502673,455,502673,2024-06-14,438,https://doc_storage.com/502673_1006c3de.pdf
902674,Gugatan Kasus ID 502674,609,502674,2025-10-06,854,https://doc_storage.com/502674_283ec945.pdf
902675,Eksepsi Kasus ID 502675,478,502675,2025-07-08,275,https://doc_storage.com/502675_5c1d332e.pdf
902676,Surat Kuasa Kasus ID 502676,977,502676,2026-04-26,496,https://doc_storage.com/502676_8ea92c1e.pdf
902677,Resume Kasus Kasus ID 502677,179,502677,2026-09-20,33,https://doc_storage.com/502677_26030c57.pdf
902678,Putusan Pengadilan Kasus ID 502678,561,502678,2026-05-03,695,https://doc_storage.com/502678_e35d4b9b.pdf
902679,Gugatan Kasus ID 502679,856,502679,2024-08-05,280,https://doc_storage.com/502679_6fb06b4a.pdf
902680,Resume Kasus Kasus ID 502680,561,502680,2026-08-09,370,https://doc_storage.com/502680_a5e36069.pdf
902681,Gugatan Kasus ID 502681,42,502681,2026-09-07,380,https://doc_storage.com/502681_ab05a30f.pdf
902682,Eksepsi Kasus ID 502682,42,502682,2026-12-27,432,https://doc_storage.com/502682_9b317219.pdf
902683,Putusan Pengadilan Kasus ID 502683,308,502683,2026-10-25,418,https://doc_storage.com/502683_61cd2154.pdf
902684,Resume Kasus Kasus ID 502684,408,502684,2024-08-06,733,https://doc_storage.com/502684_fe53087f.pdf
902685,Resume Kasus Kasus ID 502685,18,502685,2025-09-21,353,https://doc_storage.com/502685_9dc8dc84.pdf
902686,Bukti-Bukti Kasus ID 502686,767,502686,2026-03-08,327,https://doc_storage.com/502686_c641f905.pdf
902687,Resume Kasus Kasus ID 502687,250,502687,2026-12-24,430,https://doc_storage.com/502687_5e34aee0.pdf
902688,Putusan Pengadilan Kasus ID 502688,395,502688,2026-08-23,476,https://doc_storage.com/502688_e201365b.pdf
902689,Eksepsi Kasus ID 502689,307,502689,2026-01-30,633,https://doc_storage.com/502689_518650bf.pdf
902690,Resume Kasus Kasus ID 502690,724,502690,2025-06-23,246,https://doc_storage.com/502690_bc53c171.pdf
902691,Bukti-Bukti Kasus ID 502691,690,502691,2024-08-11,810,https://doc_storage.com/502691_6e2c1354.pdf
902692,Eksepsi Kasus ID 502692,278,502692,2026-09-24,937,https://doc_storage.com/502692_f2c4ed92.pdf
902693,Gugatan Kasus ID 502693,641,502693,2026-02-11,419,https://doc_storage.com/502693_6698b48c.pdf
902694,Surat Kuasa Kasus ID 502694,952,502694,2026-11-26,997,https://doc_storage.com/502694_304194c5.pdf
902695,Memori Banding Kasus ID 502695,365,502695,2024-10-13,496,https://doc_storage.com/502695_d68d5088.pdf
902696,Eksepsi Kasus ID 502696,382,502696,2025-10-25,587,https://doc_storage.com/502696_95d68c98.pdf
902697,Jawaban Gugatan Kasus ID 502697,396,502697,2026-06-20,508,https://doc_storage.com/502697_f5e6ba2e.pdf
902698,Surat Kuasa Kasus ID 502698,662,502698,2026-12-22,597,https://doc_storage.com/502698_517b79c8.pdf
902699,Surat Kuasa Kasus ID 502699,366,502699,2026-01-13,541,https://doc_storage.com/502699_925106b1.pdf
902700,Gugatan Kasus ID 502700,188,502700,2025-06-03,589,https://doc_storage.com/502700_060a1857.pdf
902701,Gugatan Kasus ID 502701,851,502701,2026-12-10,976,https://doc_storage.com/502701_1967aadf.pdf
902702,Putusan Pengadilan Kasus ID 502702,57,502702,2026-01-20,164,https://doc_storage.com/502702_a8d6230c.pdf
902703,Jawaban Gugatan Kasus ID 502703,572,502703,2026-12-25,378,https://doc_storage.com/502703_175a065b.pdf
902704,Eksepsi Kasus ID 502704,467,502704,2025-12-13,520,https://doc_storage.com/502704_25e2c62d.pdf
902705,Resume Kasus Kasus ID 502705,540,502705,2025-10-19,670,https://doc_storage.com/502705_12d4f06e.pdf
902706,Jawaban Gugatan Kasus ID 502706,712,502706,2026-06-25,882,https://doc_storage.com/502706_76dadd3f.pdf
902707,Surat Kuasa Kasus ID 502707,396,502707,2026-04-17,379,https://doc_storage.com/502707_fdb3ac1f.pdf
902708,Memori Banding Kasus ID 502708,499,502708,2026-09-27,799,https://doc_storage.com/502708_e6439001.pdf
902709,Surat Kuasa Kasus ID 502709,701,502709,2026-02-12,913,https://doc_storage.com/502709_6d33a2fb.pdf
902710,Eksepsi Kasus ID 502710,728,502710,2026-12-03,998,https://doc_storage.com/502710_53e5f86f.pdf
902711,Resume Kasus Kasus ID 502711,313,502711,2024-11-27,781,https://doc_storage.com/502711_417adb83.pdf
902712,Resume Kasus Kasus ID 502712,105,502712,2026-03-11,712,https://doc_storage.com/502712_db3e921d.pdf
902713,Bukti-Bukti Kasus ID 502713,182,502713,2026-10-22,9,https://doc_storage.com/502713_bae6ce11.pdf
902714,Memori Banding Kasus ID 502714,721,502714,2026-06-10,494,https://doc_storage.com/502714_202d7c2d.pdf
902715,Gugatan Kasus ID 502715,923,502715,2026-09-10,847,https://doc_storage.com/502715_addcbadb.pdf
902716,Eksepsi Kasus ID 502716,348,502716,2025-09-19,199,https://doc_storage.com/502716_399eb75f.pdf
902717,Resume Kasus Kasus ID 502717,170,502717,2026-11-12,128,https://doc_storage.com/502717_61ee8ad6.pdf
902718,Bukti-Bukti Kasus ID 502718,930,502718,2025-12-27,459,https://doc_storage.com/502718_9dd1028b.pdf
902719,Resume Kasus Kasus ID 502719,615,502719,2024-01-25,806,https://doc_storage.com/502719_00373336.pdf
902720,Jawaban Gugatan Kasus ID 502720,517,502720,2026-12-09,971,https://doc_storage.com/502720_0e75f5bd.pdf
902721,Bukti-Bukti Kasus ID 502721,106,502721,2025-08-29,264,https://doc_storage.com/502721_8bae3c9d.pdf
902722,Bukti-Bukti Kasus ID 502722,279,502722,2026-04-11,814,https://doc_storage.com/502722_f52f7316.pdf
902723,Eksepsi Kasus ID 502723,310,502723,2026-12-22,430,https://doc_storage.com/502723_765a0a09.pdf
902724,Jawaban Gugatan Kasus ID 502724,86,502724,2025-01-07,251,https://doc_storage.com/502724_69f33259.pdf
902725,Eksepsi Kasus ID 502725,611,502725,2024-10-14,190,https://doc_storage.com/502725_62fa7365.pdf
902726,Resume Kasus Kasus ID 502726,71,502726,2026-02-02,121,https://doc_storage.com/502726_904bad76.pdf
902727,Eksepsi Kasus ID 502727,2,502727,2026-12-17,164,https://doc_storage.com/502727_b38718bc.pdf
902728,Jawaban Gugatan Kasus ID 502728,376,502728,2024-05-08,812,https://doc_storage.com/502728_3fa12fd5.pdf
902729,Surat Kuasa Kasus ID 502729,787,502729,2026-01-17,544,https://doc_storage.com/502729_77aba01a.pdf
902730,Memori Banding Kasus ID 502730,477,502730,2026-12-25,466,https://doc_storage.com/502730_41b10986.pdf
902731,Bukti-Bukti Kasus ID 502731,400,502731,2024-05-29,115,https://doc_storage.com/502731_92de31b5.pdf
902732,Bukti-Bukti Kasus ID 502732,689,502732,2025-08-12,464,https://doc_storage.com/502732_535ad46d.pdf
902733,Resume Kasus Kasus ID 502733,296,502733,2025-07-27,180,https://doc_storage.com/502733_bfc4cfb8.pdf
902734,Putusan Pengadilan Kasus ID 502734,837,502734,2026-08-31,123,https://doc_storage.com/502734_70cdbb0a.pdf
902735,Surat Kuasa Kasus ID 502735,587,502735,2025-12-21,563,https://doc_storage.com/502735_545e37e3.pdf
902736,Surat Kuasa Kasus ID 502736,588,502736,2026-07-18,990,https://doc_storage.com/502736_a953973f.pdf
902737,Eksepsi Kasus ID 502737,208,502737,2024-09-12,421,https://doc_storage.com/502737_c3aa07ba.pdf
902738,Resume Kasus Kasus ID 502738,539,502738,2024-12-15,461,https://doc_storage.com/502738_9197add5.pdf
902739,Gugatan Kasus ID 502739,895,502739,2026-07-05,862,https://doc_storage.com/502739_2106c690.pdf
902740,Surat Kuasa Kasus ID 502740,972,502740,2026-11-02,492,https://doc_storage.com/502740_c65e13e0.pdf
902741,Putusan Pengadilan Kasus ID 502741,899,502741,2024-01-28,970,https://doc_storage.com/502741_4bc4a5f0.pdf
902742,Bukti-Bukti Kasus ID 502742,843,502742,2026-06-08,477,https://doc_storage.com/502742_c5868339.pdf
902743,Resume Kasus Kasus ID 502743,713,502743,2026-07-27,420,https://doc_storage.com/502743_ce70a5d4.pdf
902744,Eksepsi Kasus ID 502744,852,502744,2024-08-26,299,https://doc_storage.com/502744_a531bec2.pdf
902745,Memori Banding Kasus ID 502745,192,502745,2026-09-21,170,https://doc_storage.com/502745_35a91d9f.pdf
902746,Eksepsi Kasus ID 502746,315,502746,2025-09-18,498,https://doc_storage.com/502746_f6d662e9.pdf
902747,Eksepsi Kasus ID 502747,253,502747,2026-01-25,475,https://doc_storage.com/502747_d6ddebf7.pdf
902748,Resume Kasus Kasus ID 502748,247,502748,2026-10-02,48,https://doc_storage.com/502748_2c44d493.pdf
902749,Gugatan Kasus ID 502749,103,502749,2024-10-18,669,https://doc_storage.com/502749_1d7ab4f1.pdf
902750,Putusan Pengadilan Kasus ID 502750,614,502750,2026-11-03,368,https://doc_storage.com/502750_e2d27bc3.pdf
902751,Memori Banding Kasus ID 502751,564,502751,2025-06-25,269,https://doc_storage.com/502751_22374667.pdf
902752,Putusan Pengadilan Kasus ID 502752,11,502752,2025-12-30,725,https://doc_storage.com/502752_b5843b30.pdf
902753,Eksepsi Kasus ID 502753,671,502753,2026-09-24,378,https://doc_storage.com/502753_f0e82b8e.pdf
902754,Memori Banding Kasus ID 502754,616,502754,2026-12-24,760,https://doc_storage.com/502754_ce9f6b90.pdf
902755,Resume Kasus Kasus ID 502755,203,502755,2026-05-14,205,https://doc_storage.com/502755_40b631e2.pdf
902756,Jawaban Gugatan Kasus ID 502756,924,502756,2025-02-04,350,https://doc_storage.com/502756_cde7b75d.pdf
902757,Resume Kasus Kasus ID 502757,766,502757,2026-09-30,540,https://doc_storage.com/502757_def76e46.pdf
902758,Gugatan Kasus ID 502758,3,502758,2025-12-27,963,https://doc_storage.com/502758_35f061fb.pdf
902759,Putusan Pengadilan Kasus ID 502759,961,502759,2024-07-28,19,https://doc_storage.com/502759_5e9a49e3.pdf
902760,Eksepsi Kasus ID 502760,552,502760,2025-08-25,350,https://doc_storage.com/502760_94784017.pdf
902761,Resume Kasus Kasus ID 502761,201,502761,2024-09-20,798,https://doc_storage.com/502761_14e775ab.pdf
902762,Gugatan Kasus ID 502762,467,502762,2026-02-07,337,https://doc_storage.com/502762_3e02b19b.pdf
902763,Putusan Pengadilan Kasus ID 502763,25,502763,2025-04-06,960,https://doc_storage.com/502763_09b04bd1.pdf
902764,Eksepsi Kasus ID 502764,890,502764,2025-02-07,433,https://doc_storage.com/502764_6b894a42.pdf
902765,Resume Kasus Kasus ID 502765,169,502765,2026-03-18,103,https://doc_storage.com/502765_d65c72cf.pdf
902766,Putusan Pengadilan Kasus ID 502766,363,502766,2025-01-22,557,https://doc_storage.com/502766_32264aef.pdf
902767,Memori Banding Kasus ID 502767,658,502767,2024-09-24,262,https://doc_storage.com/502767_322c49c4.pdf
902768,Bukti-Bukti Kasus ID 502768,590,502768,2025-05-11,737,https://doc_storage.com/502768_2e0d0059.pdf
902769,Resume Kasus Kasus ID 502769,780,502769,2024-05-23,613,https://doc_storage.com/502769_4041dae5.pdf
902770,Eksepsi Kasus ID 502770,954,502770,2026-03-25,990,https://doc_storage.com/502770_8e3c9f25.pdf
902771,Memori Banding Kasus ID 502771,945,502771,2025-01-27,624,https://doc_storage.com/502771_ad7e74a5.pdf
902772,Resume Kasus Kasus ID 502772,979,502772,2026-10-18,651,https://doc_storage.com/502772_703f82b6.pdf
902773,Jawaban Gugatan Kasus ID 502773,141,502773,2026-08-01,394,https://doc_storage.com/502773_d5fceb7d.pdf
902774,Jawaban Gugatan Kasus ID 502774,216,502774,2025-10-31,678,https://doc_storage.com/502774_44c076c9.pdf
902775,Gugatan Kasus ID 502775,482,502775,2023-04-18,464,https://doc_storage.com/502775_361f5488.pdf
902776,Jawaban Gugatan Kasus ID 502776,550,502776,2026-12-28,542,https://doc_storage.com/502776_995324d9.pdf
902777,Bukti-Bukti Kasus ID 502777,255,502777,2025-03-27,792,https://doc_storage.com/502777_8b3c41ee.pdf
902778,Eksepsi Kasus ID 502778,747,502778,2026-11-24,502,https://doc_storage.com/502778_d5302949.pdf
902779,Bukti-Bukti Kasus ID 502779,489,502779,2026-12-18,152,https://doc_storage.com/502779_ad94e18e.pdf
902780,Gugatan Kasus ID 502780,324,502780,2025-08-10,268,https://doc_storage.com/502780_e22cd524.pdf
902781,Eksepsi Kasus ID 502781,252,502781,2026-07-20,23,https://doc_storage.com/502781_97adcf66.pdf
902782,Gugatan Kasus ID 502782,400,502782,2024-11-21,590,https://doc_storage.com/502782_9988dca9.pdf
902783,Memori Banding Kasus ID 502783,931,502783,2025-09-03,68,https://doc_storage.com/502783_929399c3.pdf
902784,Bukti-Bukti Kasus ID 502784,768,502784,2026-11-29,645,https://doc_storage.com/502784_57a96018.pdf
902785,Surat Kuasa Kasus ID 502785,627,502785,2025-03-26,165,https://doc_storage.com/502785_6da73ad3.pdf
902786,Putusan Pengadilan Kasus ID 502786,854,502786,2026-04-03,7,https://doc_storage.com/502786_b4661146.pdf
902787,Bukti-Bukti Kasus ID 502787,871,502787,2026-02-01,308,https://doc_storage.com/502787_d93adf66.pdf
902788,Bukti-Bukti Kasus ID 502788,292,502788,2026-06-13,297,https://doc_storage.com/502788_43e22b88.pdf
902789,Jawaban Gugatan Kasus ID 502789,968,502789,2026-09-06,599,https://doc_storage.com/502789_0339dfa8.pdf
902790,Eksepsi Kasus ID 502790,908,502790,2026-04-21,721,https://doc_storage.com/502790_71e9163d.pdf
902791,Eksepsi Kasus ID 502791,600,502791,2026-10-22,382,https://doc_storage.com/502791_2a2a693b.pdf
902792,Gugatan Kasus ID 502792,961,502792,2025-01-09,146,https://doc_storage.com/502792_7177681b.pdf
902793,Bukti-Bukti Kasus ID 502793,653,502793,2023-08-22,424,https://doc_storage.com/502793_8fbd00df.pdf
902794,Memori Banding Kasus ID 502794,65,502794,2026-02-02,285,https://doc_storage.com/502794_ac4ad548.pdf
902795,Bukti-Bukti Kasus ID 502795,73,502795,2025-07-02,574,https://doc_storage.com/502795_ef139799.pdf
902796,Jawaban Gugatan Kasus ID 502796,824,502796,2026-05-26,919,https://doc_storage.com/502796_53263e4f.pdf
902797,Surat Kuasa Kasus ID 502797,485,502797,2024-11-27,707,https://doc_storage.com/502797_777aefd3.pdf
902798,Resume Kasus Kasus ID 502798,109,502798,2026-12-22,372,https://doc_storage.com/502798_9dfd6f55.pdf
902799,Putusan Pengadilan Kasus ID 502799,816,502799,2026-07-12,710,https://doc_storage.com/502799_dec588cd.pdf
902800,Eksepsi Kasus ID 502800,187,502800,2023-09-04,619,https://doc_storage.com/502800_9cb107f7.pdf
902801,Resume Kasus Kasus ID 502801,929,502801,2026-07-31,652,https://doc_storage.com/502801_72d30304.pdf
902802,Surat Kuasa Kasus ID 502802,646,502802,2025-11-02,461,https://doc_storage.com/502802_2bdb8c10.pdf
902803,Resume Kasus Kasus ID 502803,862,502803,2025-10-26,373,https://doc_storage.com/502803_760a25d7.pdf
902804,Bukti-Bukti Kasus ID 502804,575,502804,2026-08-20,111,https://doc_storage.com/502804_751daa40.pdf
902805,Memori Banding Kasus ID 502805,128,502805,2026-12-29,377,https://doc_storage.com/502805_1a2c460d.pdf
902806,Resume Kasus Kasus ID 502806,612,502806,2026-07-15,905,https://doc_storage.com/502806_84d1b3cd.pdf
902807,Memori Banding Kasus ID 502807,582,502807,2026-11-08,302,https://doc_storage.com/502807_e00d069b.pdf
902808,Memori Banding Kasus ID 502808,659,502808,2026-09-26,660,https://doc_storage.com/502808_9271e1b9.pdf
902809,Resume Kasus Kasus ID 502809,12,502809,2025-02-09,468,https://doc_storage.com/502809_3e0a8235.pdf
902810,Resume Kasus Kasus ID 502810,872,502810,2025-02-16,691,https://doc_storage.com/502810_f36d11c7.pdf
902811,Resume Kasus Kasus ID 502811,344,502811,2026-02-04,939,https://doc_storage.com/502811_e6b652c0.pdf
902812,Jawaban Gugatan Kasus ID 502812,394,502812,2025-07-08,548,https://doc_storage.com/502812_04c09b98.pdf
902813,Surat Kuasa Kasus ID 502813,509,502813,2026-10-18,700,https://doc_storage.com/502813_462131ea.pdf
902814,Surat Kuasa Kasus ID 502814,65,502814,2026-05-13,778,https://doc_storage.com/502814_83860868.pdf
902815,Surat Kuasa Kasus ID 502815,152,502815,2026-08-09,493,https://doc_storage.com/502815_8b29ff5f.pdf
902816,Bukti-Bukti Kasus ID 502816,274,502816,2026-11-02,210,https://doc_storage.com/502816_bfebfc9d.pdf
902817,Putusan Pengadilan Kasus ID 502817,435,502817,2026-10-27,334,https://doc_storage.com/502817_29f184ed.pdf
902818,Memori Banding Kasus ID 502818,549,502818,2026-06-07,593,https://doc_storage.com/502818_8bd7d727.pdf
902819,Memori Banding Kasus ID 502819,158,502819,2026-12-08,767,https://doc_storage.com/502819_359e7b31.pdf
902820,Jawaban Gugatan Kasus ID 502820,314,502820,2025-12-24,266,https://doc_storage.com/502820_128b2611.pdf
902821,Putusan Pengadilan Kasus ID 502821,864,502821,2026-08-21,430,https://doc_storage.com/502821_755183a0.pdf
902822,Gugatan Kasus ID 502822,614,502822,2025-02-13,37,https://doc_storage.com/502822_43c3120f.pdf
902823,Memori Banding Kasus ID 502823,460,502823,2024-12-15,661,https://doc_storage.com/502823_fb99598e.pdf
902824,Bukti-Bukti Kasus ID 502824,22,502824,2026-06-22,404,https://doc_storage.com/502824_319759c9.pdf
902825,Memori Banding Kasus ID 502825,691,502825,2026-12-27,930,https://doc_storage.com/502825_c5316d02.pdf
902826,Surat Kuasa Kasus ID 502826,406,502826,2025-03-25,42,https://doc_storage.com/502826_5c6555b1.pdf
902827,Bukti-Bukti Kasus ID 502827,828,502827,2026-04-28,457,https://doc_storage.com/502827_9bec8ec6.pdf
902828,Bukti-Bukti Kasus ID 502828,9,502828,2026-12-25,704,https://doc_storage.com/502828_ba72a698.pdf
902829,Surat Kuasa Kasus ID 502829,601,502829,2024-02-18,842,https://doc_storage.com/502829_acda1257.pdf
902830,Jawaban Gugatan Kasus ID 502830,600,502830,2026-07-13,436,https://doc_storage.com/502830_beb7c18d.pdf
902831,Eksepsi Kasus ID 502831,507,502831,2024-02-11,492,https://doc_storage.com/502831_01caa26d.pdf
902832,Resume Kasus Kasus ID 502832,88,502832,2024-05-11,787,https://doc_storage.com/502832_1c4bb060.pdf
902833,Memori Banding Kasus ID 502833,137,502833,2026-06-28,38,https://doc_storage.com/502833_b3489630.pdf
902834,Jawaban Gugatan Kasus ID 502834,460,502834,2026-11-13,96,https://doc_storage.com/502834_49a56b6a.pdf
902835,Jawaban Gugatan Kasus ID 502835,596,502835,2026-12-26,554,https://doc_storage.com/502835_a3943d87.pdf
902836,Eksepsi Kasus ID 502836,920,502836,2024-10-04,580,https://doc_storage.com/502836_db643020.pdf
902837,Jawaban Gugatan Kasus ID 502837,306,502837,2026-11-30,818,https://doc_storage.com/502837_305c345e.pdf
902838,Gugatan Kasus ID 502838,320,502838,2025-10-08,418,https://doc_storage.com/502838_f9720baf.pdf
902839,Bukti-Bukti Kasus ID 502839,44,502839,2025-03-28,666,https://doc_storage.com/502839_6c0b1667.pdf
902840,Resume Kasus Kasus ID 502840,183,502840,2026-06-25,652,https://doc_storage.com/502840_bf2e98de.pdf
902841,Jawaban Gugatan Kasus ID 502841,563,502841,2025-12-26,233,https://doc_storage.com/502841_a33c2416.pdf
902842,Bukti-Bukti Kasus ID 502842,970,502842,2026-06-27,965,https://doc_storage.com/502842_ad86e23b.pdf
902843,Memori Banding Kasus ID 502843,550,502843,2026-12-05,140,https://doc_storage.com/502843_08d8dc6d.pdf
902844,Eksepsi Kasus ID 502844,312,502844,2025-01-29,89,https://doc_storage.com/502844_e2df80c7.pdf
902845,Gugatan Kasus ID 502845,828,502845,2026-07-31,374,https://doc_storage.com/502845_80ce1ce9.pdf
902846,Resume Kasus Kasus ID 502846,862,502846,2025-10-29,450,https://doc_storage.com/502846_c851afe2.pdf
902847,Surat Kuasa Kasus ID 502847,590,502847,2024-12-18,247,https://doc_storage.com/502847_b938d90d.pdf
902848,Surat Kuasa Kasus ID 502848,424,502848,2024-02-17,119,https://doc_storage.com/502848_126a0aaf.pdf
902849,Eksepsi Kasus ID 502849,733,502849,2024-10-06,424,https://doc_storage.com/502849_f9cca617.pdf
902850,Surat Kuasa Kasus ID 502850,204,502850,2026-12-01,845,https://doc_storage.com/502850_c5c2fa17.pdf
902851,Jawaban Gugatan Kasus ID 502851,923,502851,2026-08-02,474,https://doc_storage.com/502851_f04a5e7d.pdf
902852,Bukti-Bukti Kasus ID 502852,471,502852,2026-06-09,628,https://doc_storage.com/502852_591e6a7f.pdf
902853,Putusan Pengadilan Kasus ID 502853,98,502853,2026-08-06,923,https://doc_storage.com/502853_843f3437.pdf
902854,Resume Kasus Kasus ID 502854,751,502854,2026-01-30,205,https://doc_storage.com/502854_1ec46302.pdf
902855,Surat Kuasa Kasus ID 502855,453,502855,2026-10-05,949,https://doc_storage.com/502855_3ce8c074.pdf
902856,Eksepsi Kasus ID 502856,130,502856,2026-07-20,179,https://doc_storage.com/502856_ee41217b.pdf
