LH_ID,Jenis_LH,Harga_LH
1921,Jasa Advokat Impedit Pidana Khusus 2320,46921000
1922,Banding Veritatis Pidana Khusus 203,3104000
1923,Audit Hukum Libero Pidana Khusus 822,4408000
1924,Jasa Advokat Quia Keluarga Khusus 5464,37693000
1925,Perizinan Fuga Pajak Khusus 2982,4594000
1926,Gugatan Magnam Pajak Khusus 9121,58577000
1927,Banding Illo Lingkungan Khusus 4141,13499000
1928,Jasa Advokat Tempore Pajak Khusus 6935,32859000
1929,Gugatan Reprehenderit Pidana Khusus 9262,54902000
1930,Banding Facere Keluarga Khusus 2166,13160000
1931,Konsultasi Possimus Lingkungan Khusus 8744,1920000
1932,Sengketa Inventore Pidana Khusus 2340,58795000
1933,Perizinan Ratione Keluarga Khusus 909,7303000
1934,Konsultasi Quasi Asuransi Khusus 6206,1698000
1935,Audit Hukum Maxime Perdata Khusus 4785,4346000
1936,Gugatan Nostrum Internasional Khusus 7955,66713000
1937,Gugatan Et Pajak Khusus 8636,70683000
1938,Sengketa Delectus Bisnis Khusus 6559,33142000
1939,Sengketa Consectetur Hak Cipta Khusus 9228,63376000
1940,Sengketa Minima Lingkungan Khusus 2028,34629000
1941,Audit Hukum Vero Internasional Khusus 8257,11217000
1942,Gugatan Blanditiis Lingkungan Khusus 8539,21483000
1943,Banding Magni Asuransi Khusus 4481,14843000
1944,Konsultasi Nihil Pidana Khusus 2791,618000
1945,Sengketa Id Asuransi Khusus 8584,10866000
1946,Perizinan Rerum Keluarga Khusus 9481,11568000
1947,Gugatan Officiis Internasional Khusus 1243,41289000
1948,Banding Illum Niaga Khusus 7676,1866000
1949,Konsultasi Ex Hak Cipta Khusus 6291,1550000
1950,Penyusunan Kontrak Vitae Properti Khusus 1509,2753000
1951,Pendampingan Mediasi Eius Pajak Khusus 8983,9298000
1952,Pendampingan Mediasi Soluta Hak Cipta Khusus 4439,11208000
1953,Penyusunan Kontrak Molestiae Properti Khusus 5440,10121000
1954,Banding Explicabo Hak Cipta Khusus 4057,13935000
1955,Banding Vero Bisnis Khusus 961,10253000
1956,Konsultasi Iusto Lingkungan Khusus 6193,1026000
1957,Pendampingan Mediasi Architecto Asuransi Khusus 5996,6140000
1958,Sengketa Perspiciatis Pidana Khusus 6547,5110000
1959,Penyusunan Kontrak Sunt Hak Cipta Khusus 225,13610000
1960,Audit Hukum Molestiae Niaga Khusus 6807,3849000
1961,Konsultasi Autem Perdata Khusus 9013,1053000
1962,Gugatan Modi Niaga Khusus 639,23727000
1963,Jasa Advokat Ullam Keluarga Khusus 4059,49599000
1964,Banding Odit Pidana Khusus 6521,14044000
1965,Banding Et Asuransi Khusus 6178,10406000
1966,Perizinan Tempora Niaga Khusus 1616,6277000
1967,Sengketa Accusamus Pidana Khusus 2339,47384000
1968,Konsultasi Voluptatem Properti Khusus 645,1899000
1969,Penyusunan Kontrak Atque Pidana Khusus 4309,5262000
1970,Audit Hukum Quaerat Niaga Khusus 9779,3215000
1971,Gugatan Sequi Niaga Khusus 6899,6260000
1972,Banding Rerum Pajak Khusus 8332,9416000
1973,Konsultasi Cum Pidana Khusus 4551,1350000
1974,Penyusunan Kontrak Culpa Lingkungan Khusus 2279,2443000
1975,Banding Necessitatibus Lingkungan Khusus 3922,2069000
1976,Banding Numquam Properti Khusus 7208,1238000
1977,Penyusunan Kontrak Eveniet Pajak Khusus 4112,5700000
1978,Pendampingan Mediasi Consequatur Hak Cipta Khusus 6173,2818000
1979,Perizinan Ex Internasional Khusus 8930,7344000
1980,Sengketa Accusamus Lingkungan Khusus 6773,40564000
1981,Penyusunan Kontrak Aspernatur Hak Cipta Khusus 840,6811000
1982,Penyusunan Kontrak At Perdata Khusus 9618,10748000
1983,Pendampingan Mediasi Velit Hak Cipta Khusus 1519,13002000
1984,Jasa Advokat Neque Hak Cipta Khusus 712,25629000
1985,Jasa Advokat Numquam Bisnis Khusus 3912,71928000
1986,Konsultasi Hic Pajak Khusus 430,674000
1987,Konsultasi Hic Lingkungan Khusus 3340,1295000
1988,Konsultasi Necessitatibus Pajak Khusus 9214,1297000
1989,Jasa Advokat Aut Properti Khusus 3853,51039000
1990,Penyusunan Kontrak Voluptatem Keluarga Khusus 9473,8711000
1991,Audit Hukum Neque Niaga Khusus 8570,14157000
1992,Konsultasi Praesentium Keluarga Khusus 5966,794000
1993,Penyusunan Kontrak Est Hak Cipta Khusus 3980,7908000
1994,Audit Hukum Eveniet Pidana Khusus 5942,1822000
1995,Pendampingan Mediasi Consequatur Properti Khusus 7336,12428000
1996,Pendampingan Mediasi Quasi Pidana Khusus 1694,6133000
1997,Konsultasi Natus Pidana Khusus 4796,930000
1998,Gugatan Nihil Bisnis Khusus 502,52473000
1999,Audit Hukum Cupiditate Hak Cipta Khusus 1858,10513000
2000,Banding Enim Bisnis Khusus 2528,10979000
2001,Jasa Advokat Nobis Properti Khusus 8611,34442000
2002,Pendampingan Mediasi Dolore Lingkungan Khusus 2085,2874000
2003,Sengketa Nobis Pidana Khusus 9959,73598000
2004,Perizinan Minima Bisnis Khusus 700,9852000
2005,Pendampingan Mediasi Nisi Pidana Khusus 965,2816000
2006,Perizinan Ullam Internasional Khusus 3485,7865000
2007,Gugatan Keluarga,46077000
2008,Gugatan Blanditiis Pidana Khusus 6601,5438000
2009,Banding Itaque Internasional Khusus 7705,12057000
2010,Sengketa Rem Lingkungan Khusus 8289,70282000
2011,Pendampingan Mediasi Dolores Hak Cipta Khusus 2785,6891000
2012,Audit Hukum Ipsam Niaga Khusus 4142,14808000
2013,Sengketa Voluptatibus Pidana Khusus 1856,27812000
2014,Banding Quo Keluarga Khusus 3023,14187000
2015,Sengketa Harum Pidana Khusus 2667,27414000
2016,Audit Hukum Deserunt Niaga Khusus 3103,13770000
2017,Perizinan Consequatur Pajak Khusus 7293,13883000
2018,Sengketa Nemo Lingkungan Khusus 7004,9821000
2019,Audit Hukum Consequatur Perdata Khusus 9450,14549000
2020,Perizinan Maxime Bisnis Khusus 8111,5113000
2021,Perizinan Nam Asuransi Khusus 1258,1954000
2022,Pendampingan Mediasi Corrupti Pajak Khusus 2961,9094000
2023,Sengketa Keluarga,39410000
2024,Konsultasi Dolor Asuransi Khusus 5663,862000
2025,Sengketa Dolorem Niaga Khusus 1269,12306000
2026,Banding Totam Bisnis Khusus 6818,14086000
2027,Banding Blanditiis Pajak Khusus 4494,8119000
2028,Jasa Advokat Nobis Niaga Khusus 8091,60366000
2029,Audit Hukum Repellendus Asuransi Khusus 8811,9257000
2030,Konsultasi Alias Pidana Khusus 4546,792000
2031,Gugatan Consequatur Perdata Khusus 2209,45039000
2032,Jasa Advokat Quos Hak Cipta Khusus 8144,70360000
2033,Banding Error Lingkungan Khusus 9764,12074000
2034,Sengketa Ipsam Bisnis Khusus 349,52631000
2035,Banding Quisquam Pajak Khusus 9466,4383000
2036,Jasa Advokat Saepe Asuransi Khusus 4131,63667000
2037,Jasa Advokat Quidem Asuransi Khusus 7729,40487000
2038,Jasa Advokat Odit Niaga Khusus 4647,26158000
2039,Penyusunan Kontrak Sint Niaga Khusus 5067,1682000
2040,Banding Exercitationem Asuransi Khusus 6517,11124000
2041,Jasa Advokat Recusandae Asuransi Khusus 1471,62176000
2042,Perizinan Rem Hak Cipta Khusus 2838,10507000
2043,Audit Hukum Ea Properti Khusus 7873,4256000
2044,Penyusunan Kontrak Est Pidana Khusus 2325,8793000
2045,Perizinan Laudantium Internasional Khusus 2161,9861000
2046,Konsultasi Perspiciatis Pajak Khusus 1016,688000
2047,Audit Hukum Doloremque Asuransi Khusus 134,10973000
2048,Audit Hukum Quis Lingkungan Khusus 1233,1066000
2049,Gugatan Laborum Bisnis Khusus 2661,68290000
2050,Konsultasi Eos Asuransi Khusus 1151,1709000
2051,Penyusunan Kontrak Perferendis Bisnis Khusus 3433,10029000
2052,Banding Fugit Niaga Khusus 3888,5436000
2053,Banding Eos Keluarga Khusus 7253,7519000
2054,Konsultasi Sunt Hak Cipta Khusus 2175,789000
2055,Pendampingan Mediasi Quae Niaga Khusus 9191,2941000
2056,Audit Hukum Reiciendis Bisnis Khusus 5418,13363000
2057,Penyusunan Kontrak Saepe Bisnis Khusus 4648,8433000
2058,Konsultasi Nostrum Pidana Khusus 2136,635000
2059,Pendampingan Mediasi Natus Hak Cipta Khusus 2473,3197000
2060,Pendampingan Mediasi Amet Bisnis Khusus 5495,6334000
2061,Jasa Advokat Asperiores Keluarga Khusus 7195,20639000
2062,Perizinan Labore Internasional Khusus 273,8643000
2063,Gugatan Laborum Keluarga Khusus 873,61002000
2064,Banding Provident Bisnis Khusus 1454,10113000
2065,Penyusunan Kontrak Fugit Properti Khusus 8398,11793000
2066,Audit Hukum Provident Lingkungan Khusus 2984,12855000
2067,Pendampingan Mediasi Repudiandae Keluarga Khusus 4818,7153000
2068,Konsultasi Impedit Pajak Khusus 485,983000
2069,Pendampingan Mediasi Sapiente Bisnis Khusus 8984,2809000
2070,Pendampingan Mediasi Totam Internasional Khusus 4490,11023000
2071,Sengketa Tempore Lingkungan Khusus 958,11438000
2072,Jasa Advokat Illum Hak Cipta Khusus 9183,10674000
2073,Jasa Advokat Reprehenderit Lingkungan Khusus 2871,51300000
2074,Jasa Advokat Blanditiis Keluarga Khusus 9122,57575000
2075,Pendampingan Mediasi Odit Hak Cipta Khusus 7210,4831000
2076,Konsultasi Assumenda Pajak Khusus 5753,1758000
2077,Pendampingan Mediasi Modi Hak Cipta Khusus 1769,8341000
2078,Banding Illo Lingkungan Khusus 8470,9499000
2079,Sengketa Animi Perdata Khusus 9760,63895000
2080,Sengketa Iste Hak Cipta Khusus 7231,53377000
2081,Jasa Advokat Incidunt Pajak Khusus 2772,60343000
2082,Penyusunan Kontrak Dolorem Pajak Khusus 7995,7493000
2083,Banding Minus Internasional Khusus 9993,5016000
2084,Konsultasi Impedit Keluarga Khusus 8209,946000
2085,Penyusunan Kontrak Aperiam Lingkungan Khusus 4880,3006000
2086,Jasa Advokat Nostrum Niaga Khusus 4810,63530000
2087,Sengketa Molestias Bisnis Khusus 1871,17337000
2088,Audit Hukum Vero Perdata Khusus 4364,4210000
2089,Banding Explicabo Asuransi Khusus 1782,3641000
2090,Banding Nam Hak Cipta Khusus 1971,10696000
2091,Perizinan Corrupti Hak Cipta Khusus 2360,6891000
2092,Pendampingan Mediasi Dolorum Keluarga Khusus 3619,9258000
2093,Perizinan Sunt Niaga Khusus 4132,13927000
2094,Sengketa Sunt Asuransi Khusus 4425,60633000
2095,Gugatan Perspiciatis Properti Khusus 5157,26586000
2096,Jasa Advokat Inventore Properti Khusus 5583,52044000
2097,Jasa Advokat Explicabo Pajak Khusus 8046,43544000
2098,Konsultasi Sequi Pidana Khusus 8661,1077000
2099,Penyusunan Kontrak Harum Asuransi Khusus 862,2650000
2100,Perizinan Eos Internasional Khusus 4770,4386000
2101,Penyusunan Kontrak Fugit Niaga Khusus 5215,9791000
2102,Penyusunan Kontrak Nemo Niaga Khusus 1281,2070000
2103,Perizinan Omnis Keluarga Khusus 2970,7297000
2104,Penyusunan Kontrak Iste Bisnis Khusus 6063,4634000
2105,Jasa Advokat Nulla Internasional Khusus 5442,63537000
2106,Gugatan Magni Hak Cipta Khusus 9921,5463000
2107,Penyusunan Kontrak Vel Perdata Khusus 2750,7328000
2108,Audit Hukum In Keluarga Khusus 5641,6990000
2109,Konsultasi Facere Hak Cipta Khusus 611,1553000
2110,Penyusunan Kontrak Odit Asuransi Khusus 4278,2374000
2111,Pendampingan Mediasi Necessitatibus Keluarga Khusus 1843,7612000
2112,Perizinan Officia Bisnis Khusus 8589,13571000
2113,Audit Hukum Ipsum Asuransi Khusus 5280,8574000
2114,Konsultasi Nemo Pidana Khusus 2711,1543000
2115,Perizinan Minus Pidana Khusus 9507,3297000
2116,Penyusunan Kontrak Animi Properti Khusus 5832,8686000
2117,Audit Hukum Eius Asuransi Khusus 464,13129000
2118,Jasa Advokat Nemo Perdata Khusus 9650,47655000
2119,Konsultasi Eveniet Pajak Khusus 8230,1658000
2120,Pendampingan Mediasi Blanditiis Hak Cipta Khusus 1886,6786000
2121,Audit Hukum Dolor Properti Khusus 1156,3653000
2122,Jasa Advokat Sequi Bisnis Khusus 1414,5486000
2123,Perizinan Expedita Keluarga Khusus 1256,10423000
2124,Pendampingan Mediasi Iste Bisnis Khusus 4593,10050000
2125,Audit Hukum Beatae Bisnis Khusus 4286,5476000
2126,Sengketa Quibusdam Asuransi Khusus 9432,67772000
2127,Perizinan Fuga Asuransi Khusus 4573,13003000
2128,Gugatan Fugiat Bisnis Khusus 975,64405000
2129,Gugatan Eaque Perdata Khusus 2444,58761000
2130,Banding Dicta Niaga Khusus 3757,6785000
2131,Banding At Perdata Khusus 9297,1166000
2132,Pendampingan Mediasi Et Hak Cipta Khusus 6297,1737000
2133,Gugatan Quaerat Perdata Khusus 4749,35621000
2134,Jasa Advokat Corporis Lingkungan Khusus 8874,25243000
2135,Jasa Advokat Ab Bisnis Khusus 5295,70633000
2136,Penyusunan Kontrak Eligendi Properti Khusus 4368,5997000
2137,Sengketa Cum Hak Cipta Khusus 6642,63811000
2138,Jasa Advokat At Properti Khusus 1049,31614000
2139,Audit Hukum Quasi Hak Cipta Khusus 9229,8958000
2140,Gugatan Tempore Pidana Khusus 150,31403000
2141,Penyusunan Kontrak Soluta Perdata Khusus 2693,14185000
2142,Sengketa Mollitia Internasional Khusus 262,62343000
2143,Pendampingan Mediasi Corrupti Properti Khusus 250,6928000
2144,Pendampingan Mediasi Illo Perdata Khusus 3465,9861000
2145,Perizinan Properti,8106000
2146,Banding Incidunt Niaga Khusus 7071,14499000
2147,Gugatan Laborum Keluarga Khusus 1928,49579000
2148,Penyusunan Kontrak Illo Properti Khusus 8454,11381000
2149,Banding Saepe Internasional Khusus 8342,14320000
2150,Audit Hukum Nihil Properti Khusus 470,7412000
2151,Banding Enim Pajak Khusus 9429,1188000
2152,Banding Tenetur Hak Cipta Khusus 8381,1434000
2153,Perizinan Amet Perdata Khusus 3703,9525000
2154,Pendampingan Mediasi Aut Properti Khusus 6037,1336000
2155,Banding Laborum Lingkungan Khusus 1802,4227000
2156,Konsultasi Facilis Niaga Khusus 7141,1904000
2157,Perizinan Eaque Keluarga Khusus 1003,9254000
2158,Audit Hukum Dicta Keluarga Khusus 9545,1465000
2159,Jasa Advokat Deleniti Pajak Khusus 9920,18700000
2160,Gugatan Eligendi Keluarga Khusus 3990,47567000
2161,Penyusunan Kontrak Consequatur Pidana Khusus 3524,4302000
2162,Audit Hukum Eveniet Perdata Khusus 2672,6455000
2163,Gugatan Esse Pajak Khusus 1411,54623000
2164,Penyusunan Kontrak Incidunt Keluarga Khusus 4681,5323000
2165,Audit Hukum Odio Bisnis Khusus 2391,1680000
2166,Pendampingan Mediasi Dolorem Niaga Khusus 2742,14646000
2167,Konsultasi Totam Keluarga Khusus 5262,1516000
2168,Penyusunan Kontrak Architecto Niaga Khusus 8501,5665000
2169,Gugatan Ab Perdata Khusus 6991,21990000
2170,Konsultasi Enim Pajak Khusus 1259,1845000
2171,Audit Hukum Animi Properti Khusus 6955,11782000
2172,Konsultasi Optio Perdata Khusus 6905,543000
2173,Banding Animi Pajak Khusus 3741,3176000
2174,Perizinan Inventore Lingkungan Khusus 4960,4156000
2175,Perizinan Temporibus Pidana Khusus 7883,13264000
2176,Pendampingan Mediasi Saepe Asuransi Khusus 593,10629000
2177,Konsultasi Earum Perdata Khusus 380,1564000
2178,Penyusunan Kontrak Vel Bisnis Khusus 3739,1765000
2179,Perizinan Aperiam Pajak Khusus 801,12331000
2180,Pendampingan Mediasi Eos Internasional Khusus 2462,6726000
2181,Konsultasi Aliquam Perdata Khusus 5536,1122000
2182,Konsultasi Numquam Hak Cipta Khusus 2319,889000
2183,Audit Hukum Cumque Pidana Khusus 1603,10900000
2184,Perizinan Quae Lingkungan Khusus 7314,8187000
2185,Gugatan Delectus Internasional Khusus 9859,71521000
2186,Perizinan Possimus Properti Khusus 477,10684000
2187,Jasa Advokat Maiores Bisnis Khusus 8953,50570000
2188,Audit Hukum Non Bisnis Khusus 7744,6425000
2189,Banding Eos Pidana Khusus 6781,10284000
2190,Jasa Advokat Nemo Pajak Khusus 4385,18459000
2191,Pendampingan Mediasi Nulla Lingkungan Khusus 2674,4079000
2192,Pendampingan Mediasi Ipsa Perdata Khusus 2398,3400000
2193,Pendampingan Mediasi Accusamus Hak Cipta Khusus 896,14781000
2194,Konsultasi Non Niaga Khusus 4748,1284000
2195,Banding Explicabo Internasional Khusus 6326,10692000
2196,Banding Alias Internasional Khusus 2568,5696000
2197,Pendampingan Mediasi Eum Keluarga Khusus 8156,11945000
2198,Pendampingan Mediasi Accusamus Pajak Khusus 4771,9851000
2199,Sengketa Reiciendis Perdata Khusus 3125,44668000
2200,Banding Aperiam Pidana Khusus 3074,13876000
2201,Penyusunan Kontrak Sit Pidana Khusus 9832,4699000
2202,Penyusunan Kontrak Voluptas Niaga Khusus 2327,13523000
2203,Penyusunan Kontrak Quibusdam Niaga Khusus 6156,1126000
2204,Penyusunan Kontrak Exercitationem Hak Cipta Khusus 3384,9993000
2205,Audit Hukum Cumque Internasional Khusus 7155,7125000
2206,Pendampingan Mediasi Beatae Perdata Khusus 4801,14113000
2207,Audit Hukum Tempore Perdata Khusus 622,1458000
2208,Audit Hukum Fuga Asuransi Khusus 6384,13684000
2209,Sengketa Ducimus Pajak Khusus 9972,67803000
2210,Sengketa Dolorem Perdata Khusus 930,69721000
2211,Gugatan Suscipit Asuransi Khusus 5664,63146000
2212,Audit Hukum Optio Niaga Khusus 2076,8824000
2213,Gugatan Assumenda Perdata Khusus 7302,20962000
2214,Audit Hukum Incidunt Perdata Khusus 5794,3580000
2215,Perizinan Aut Pidana Khusus 7859,7123000
2216,Audit Hukum Veniam Internasional Khusus 761,4313000
2217,Konsultasi Perspiciatis Perdata Khusus 6401,1840000
2218,Sengketa Hic Properti Khusus 8933,54120000
2219,Sengketa Iure Internasional Khusus 4776,7450000
2220,Penyusunan Kontrak Iusto Lingkungan Khusus 7419,8516000
2221,Perizinan Quas Properti Khusus 6482,13168000
2222,Sengketa Mollitia Properti Khusus 204,49283000
2223,Gugatan Magni Pajak Khusus 2775,57071000
2224,Penyusunan Kontrak Quod Lingkungan Khusus 9113,11157000
2225,Jasa Advokat Numquam Pajak Khusus 6445,28454000
2226,Jasa Advokat Quo Keluarga Khusus 4395,38470000
2227,Banding Harum Properti Khusus 3535,7202000
2228,Konsultasi Quos Pajak Khusus 7482,959000
2229,Penyusunan Kontrak Dolor Perdata Khusus 2828,5111000
2230,Banding Repellat Internasional Khusus 8919,11682000
2231,Banding Vitae Keluarga Khusus 2633,3967000
2232,Sengketa Vero Keluarga Khusus 1756,26604000
2233,Jasa Advokat A Bisnis Khusus 2104,69518000
2234,Jasa Advokat Odio Pajak Khusus 1891,72304000
2235,Pendampingan Mediasi Laudantium Properti Khusus 3387,8898000
2236,Jasa Advokat Blanditiis Niaga Khusus 8677,21085000
2237,Audit Hukum Provident Asuransi Khusus 3827,7513000
2238,Audit Hukum Libero Pidana Khusus 6525,12315000
2239,Perizinan Quia Pidana Khusus 3578,5089000
2240,Audit Hukum Reiciendis Bisnis Khusus 5670,1066000
2241,Audit Hukum Velit Lingkungan Khusus 5990,14766000
2242,Audit Hukum Necessitatibus Properti Khusus 7947,11531000
2243,Audit Hukum Est Perdata Khusus 8358,1009000
2244,Penyusunan Kontrak Est Internasional Khusus 8870,5532000
2245,Perizinan Quidem Lingkungan Khusus 5142,5812000
2246,Sengketa Vitae Pajak Khusus 6074,19116000
2247,Gugatan Dolores Bisnis Khusus 6731,37678000
2248,Konsultasi Similique Keluarga Khusus 6095,656000
2249,Penyusunan Kontrak Ullam Perdata Khusus 6987,4252000
2250,Perizinan Qui Perdata Khusus 3921,9977000
2251,Pendampingan Mediasi Nostrum Hak Cipta Khusus 8815,13947000
2252,Sengketa Molestiae Lingkungan Khusus 4252,61720000
2253,Konsultasi Possimus Hak Cipta Khusus 9135,776000
2254,Audit Hukum Temporibus Pajak Khusus 4446,12452000
2255,Audit Hukum Laborum Asuransi Khusus 3331,9542000
2256,Perizinan Saepe Perdata Khusus 9787,5531000
2257,Perizinan Sed Niaga Khusus 6710,12600000
2258,Gugatan Voluptas Hak Cipta Khusus 3137,58324000
2259,Gugatan Expedita Pidana Khusus 4915,16558000
2260,Audit Hukum Laborum Lingkungan Khusus 1328,8542000
2261,Perizinan Sapiente Pidana Khusus 5456,11335000
2262,Gugatan Commodi Properti Khusus 6691,67330000
2263,Audit Hukum Assumenda Bisnis Khusus 6101,9828000
2264,Konsultasi Enim Perdata Khusus 9724,1191000
2265,Perizinan Accusamus Lingkungan Khusus 2752,2893000
2266,Sengketa Odit Bisnis Khusus 1500,28167000
2267,Perizinan Quisquam Pidana Khusus 6392,11008000
2268,Jasa Advokat Deleniti Niaga Khusus 6539,32133000
2269,Jasa Advokat Quasi Asuransi Khusus 5577,11222000
2270,Pendampingan Mediasi Tenetur Lingkungan Khusus 5907,9210000
2271,Gugatan Dolores Niaga Khusus 5979,71244000
2272,Perizinan Vitae Niaga Khusus 213,3482000
2273,Audit Hukum Repudiandae Niaga Khusus 308,9372000
2274,Perizinan Ducimus Pidana Khusus 1632,2059000
2275,Sengketa Iste Keluarga Khusus 3542,35173000
2276,Penyusunan Kontrak Alias Internasional Khusus 276,1751000
2277,Pendampingan Mediasi Debitis Properti Khusus 2894,11810000
2278,Gugatan Quisquam Pidana Khusus 3104,23294000
2279,Banding Eum Properti Khusus 9976,5966000
2280,Konsultasi Totam Niaga Khusus 2177,667000
2281,Banding Ducimus Pajak Khusus 2747,14076000
2282,Pendampingan Mediasi Sit Pidana Khusus 8582,6475000
2283,Sengketa Omnis Asuransi Khusus 9434,49087000
2284,Audit Hukum Placeat Properti Khusus 1050,12718000
2285,Pendampingan Mediasi Expedita Perdata Khusus 7992,6712000
2286,Audit Hukum Quod Pajak Khusus 9495,14169000
2287,Penyusunan Kontrak Aperiam Lingkungan Khusus 2475,7405000
2288,Banding Ducimus Niaga Khusus 9557,14116000
2289,Perizinan Quia Perdata Khusus 9154,9054000
2290,Konsultasi Quis Keluarga Khusus 6712,981000
2291,Sengketa Corporis Pajak Khusus 3944,31527000
2292,Banding Accusamus Pajak Khusus 9475,4060000
2293,Penyusunan Kontrak Dolore Asuransi Khusus 8713,4597000
2294,Banding Ex Hak Cipta Khusus 7928,10821000
2295,Banding Eveniet Properti Khusus 4525,4519000
2296,Perizinan Quibusdam Keluarga Khusus 4367,2277000
2297,Sengketa Vero Hak Cipta Khusus 531,7325000
2298,Konsultasi Officiis Internasional Khusus 4734,1989000
2299,Penyusunan Kontrak Nisi Asuransi Khusus 1893,6439000
2300,Gugatan Rem Asuransi Khusus 187,26956000
2301,Jasa Advokat Exercitationem Internasional Khusus 4383,62810000
2302,Konsultasi Cum Keluarga Khusus 6252,907000
2303,Perizinan Illo Internasional Khusus 7538,3800000
2304,Jasa Advokat Aliquid Niaga Khusus 3071,57074000
2305,Banding Reiciendis Asuransi Khusus 2632,2341000
2306,Gugatan Dignissimos Asuransi Khusus 2582,68181000
2307,Banding Voluptatem Pajak Khusus 6091,9175000
2308,Perizinan Excepturi Bisnis Khusus 1558,3343000
2309,Gugatan Inventore Asuransi Khusus 781,49532000
2310,Banding Voluptatibus Pidana Khusus 2851,11351000
2311,Gugatan Beatae Properti Khusus 4218,16858000
2312,Jasa Advokat Atque Internasional Khusus 7256,55623000
2313,Jasa Advokat Iusto Hak Cipta Khusus 4012,45027000
2314,Gugatan Occaecati Niaga Khusus 358,64330000
2315,Jasa Advokat Provident Hak Cipta Khusus 5497,41237000
2316,Konsultasi A Niaga Khusus 6470,1247000
2317,Pendampingan Mediasi Similique Internasional Khusus 7085,10434000
2318,Sengketa Nesciunt Internasional Khusus 5324,8279000
2319,Sengketa Explicabo Keluarga Khusus 5826,26061000
2320,Sengketa Quas Pidana Khusus 2580,61403000
2321,Audit Hukum Amet Asuransi Khusus 5742,14969000
2322,Gugatan Blanditiis Niaga Khusus 1755,41194000
2323,Gugatan Odit Keluarga Khusus 3316,42937000
2324,Audit Hukum Atque Niaga Khusus 8015,5635000
2325,Konsultasi Veritatis Internasional Khusus 3051,1864000
2326,Pendampingan Mediasi Fuga Bisnis Khusus 5830,12552000
2327,Perizinan Veniam Pajak Khusus 1264,13628000
2328,Gugatan Voluptatum Properti Khusus 6635,11412000
2329,Sengketa Reiciendis Lingkungan Khusus 4292,20974000
2330,Penyusunan Kontrak Sed Pajak Khusus 7491,11668000
2331,Konsultasi Natus Keluarga Khusus 3027,1088000
2332,Jasa Advokat Cum Niaga Khusus 4162,27697000
2333,Gugatan Consequatur Internasional Khusus 1388,44102000
2334,Banding Praesentium Niaga Khusus 6787,2774000
2335,Sengketa Assumenda Bisnis Khusus 5931,65323000
2336,Audit Hukum Culpa Pajak Khusus 5149,3945000
2337,Audit Hukum Veritatis Asuransi Khusus 3359,6670000
2338,Pendampingan Mediasi Tempora Internasional Khusus 7160,5175000
2339,Audit Hukum Facere Bisnis Khusus 5207,13546000
2340,Sengketa Quae Hak Cipta Khusus 4952,26242000
2341,Gugatan Blanditiis Bisnis Khusus 3134,20266000
2342,Banding Possimus Bisnis Khusus 1495,6408000
2343,Pendampingan Mediasi Quo Pajak Khusus 4196,14122000
2344,Penyusunan Kontrak Eum Properti Khusus 7895,9113000
2345,Jasa Advokat Eligendi Properti Khusus 4115,41940000
2346,Pendampingan Mediasi Aliquam Perdata Khusus 8739,5174000
2347,Sengketa Soluta Lingkungan Khusus 9298,11427000
2348,Penyusunan Kontrak Ab Niaga Khusus 8561,13911000
2349,Penyusunan Kontrak Quibusdam Keluarga Khusus 9726,12485000
2350,Penyusunan Kontrak Amet Bisnis Khusus 9820,4174000
2351,Audit Hukum Itaque Perdata Khusus 9875,10019000
2352,Banding Facilis Pidana Khusus 3801,8406000
2353,Perizinan Ipsa Asuransi Khusus 5797,3158000
2354,Sengketa Incidunt Pajak Khusus 7761,42263000
2355,Banding Numquam Pidana Khusus 7912,7022000
2356,Audit Hukum Laudantium Perdata Khusus 4764,7996000
2357,Banding Veritatis Properti Khusus 3191,5356000
2358,Banding Dolore Internasional Khusus 7763,3815000
2359,Pendampingan Mediasi Magnam Internasional Khusus 1476,6090000
2360,Pendampingan Mediasi Optio Keluarga Khusus 7944,5111000
2361,Pendampingan Mediasi Rerum Asuransi Khusus 6410,2598000
2362,Konsultasi Labore Hak Cipta Khusus 5883,949000
2363,Gugatan Quas Asuransi Khusus 368,21011000
2364,Banding Exercitationem Properti Khusus 3862,6827000
2365,Jasa Advokat Iste Internasional Khusus 7634,59353000
2366,Perizinan Fugit Lingkungan Khusus 473,11574000
2367,Jasa Advokat Similique Asuransi Khusus 2604,54781000
2368,Audit Hukum Provident Asuransi Khusus 7028,13512000
2369,Pendampingan Mediasi Sunt Pajak Khusus 2567,2365000
2370,Konsultasi Voluptatum Properti Khusus 9162,824000
2371,Audit Hukum Perferendis Keluarga Khusus 4453,12089000
2372,Jasa Advokat Dignissimos Internasional Khusus 8442,18415000
2373,Sengketa Quod Asuransi Khusus 9639,44725000
2374,Sengketa Atque Hak Cipta Khusus 7022,18392000
2375,Banding Reiciendis Properti Khusus 1998,8472000
2376,Perizinan Inventore Bisnis Khusus 6242,7871000
2377,Gugatan Dicta Internasional Khusus 6280,53243000
2378,Audit Hukum Voluptatibus Internasional Khusus 1586,12689000
2379,Banding Natus Hak Cipta Khusus 3963,5232000
2380,Jasa Advokat Officiis Pidana Khusus 6221,68456000
2381,Sengketa Nihil Pidana Khusus 9171,62575000
2382,Jasa Advokat Dignissimos Internasional Khusus 8412,23712000
2383,Jasa Advokat Commodi Lingkungan Khusus 3007,42790000
